0.696304739,3.53439641,1.92442143,-1.36050868
0.700741947,2.963529587,1.527231336,-1.549460769
0.768271148,1.867841601,0.832985759,-1.828786016
,0.306562841,0.125640169,-2.598438501
0.624181211,1.208844543,0.511809051,-2.088748932
0.482497185,0.458636224,0.193878144,-2.480040312
,0.098642163,0.038679693,-2.804911852
0.725073814,3.362288952,1.932409525,-1.393664122
0.674919009,1.985592842,0.903984845,-1.794607401
0.241842851,0.055950623,0.022331025,-2.865006447
0.657258272,1.177376866,0.511890292,-2.108802319
0.209169164,0.036041722,0.014410217,-2.898637772
0.72027564,1.676630616,0.75239265,-1.881106615
0.773670256,2.496077299,1.202112198,-1.633639693
0.167582825,,0.007488811,-2.934492111
0.756127656,3.290307522,1.828901768,-1.506394625
0.631216824,1.468969822,,-1.991994977
0.758673251,3.259065628,1.87214613,-1.418992281
0.734388828,1.820561767,0.818113565,-1.844267011
0.549057662,0.747178853,0.318698406,-2.300428867
0.793017209,3.370084286,1.916668415,-1.370106936
0.256575406,0.066632189,0.026849164,-2.848297358
0.639455616,1.569898963,0.718070984,-1.926165462
0.172256678,0.020066278,0.008009695,-2.930851936
0.681766212,2.386568546,1.089929342,
0.229413137,0.047489077,0.01880243,-2.878590345
0.638959289,1.325842261,0.586491883,-2.040157795
0.748348773,2.076065063,0.916552186,-1.773665786
0.690149069,2.661046982,1.345806837,-1.582719684
0.696804464,1.7115767,0.772659838,-1.908153534
,2.385506153,1.130069494,-1.690241575
0.259828895,0.069276795,0.027949791,-2.844629765
0.524610937,0.566854954,0.229295537,-2.414657831
0.656075001,1.572243929,0.687660754,-1.93961525
0.340724975,0.155690551,0.063674934,-2.737398148
,0.259474933,0.106051408,-2.634423494
0.228194818,0.046828393,0.018811263,-2.879580021
0.68912667,2.802188396,1.379450202,-1.564597845
0.437798291,0.355873555,0.145209447,-2.564124346
0.416726261,0.291978091,0.118893862,
0.154964224,0.014700552,0.005856982,-2.943907976
0.485892713,0.468528092,0.19325994,-2.471624374
0.643313587,1.379622459,0.618390799,-2.002635479
0.119556822,0.006693997,0.002681676,-2.966495037
0.405344665,0.263390452,0.105428427,-2.636440516
0.661163211,1.652752399,0.729296744,-1.909291863
0.714937985,2.784416914,1.368584514,-1.564314723
0.417570829,0.291444242,0.117357992,-2.611103535
,1.53295064,0.64228344,-1.951233268
0.674591362,1.589143991,0.674729407,-1.932792306
0.889128625,3.566643953,1.902951598,-1.432179809
0.704880834,2.5714221,,-1.601663947
0.456993401,0.398792863,0.161106363,-2.522988081
0.67497617,2.049050808,0.970668793,-1.777423739
0.714284003,2.273030043,1.071006894,-1.690862298
0.535788834,0.641083062,0.264270663,-2.370586157
0.648334742,2.607456684,1.262326598,
0.22893095,0.047222339,0.019005382,-2.879157066
,0.535289526,0.216655344,-2.434071064
0.552594721,0.687601745,0.287490487,-2.337837219
0.659306288,1.400847077,0.602858245,-1.994350195
0.708563089,,0.86083895,-1.83339262
0.724245548,2.477926493,1.181794047,-1.630336046
0.655665159,3.401858568,1.755068541,-1.443480968
0.839699149,2.910090923,1.474877715,-1.476282358
0.318861246,0.127718732,,-2.769002199
0.773644447,3.298157692,1.79831481,-1.43048954
0.51682353,0.590275705,0.237701118,-2.395924807
,2.691523552,1.283489108,-1.555441856
0.439311236,0.348443627,0.140333503,-2.562157393
0.652433038,1.452964902,0.63656044,-1.955601573
0.518170655,0.577584147,0.226818919,-2.40373826
0.627869487,1.028578281,0.446664721,-2.162554741
0.612207472,1.092697144,0.489871889,-2.132034063
0.619392335,1.369755745,0.607134342,-2.011105537
0.423266739,0.301244915,0.118439466,-2.601691961
0.679665864,2.04999423,0.93462199,-1.763781667
0.428437412,0.32054776,0.131319895,-2.589694738
,0.12698482,0.051330287,-2.770408869
0.708081484,1.850380063,0.861195266,-1.839238524
0.793703616,,1.981766105,-1.393400192
0.548203528,0.6579054,0.268803746,-2.354995728
0.744010031,1.757054329,0.803251326,-1.853978872
0.792590201,3.261830568,1.80655694,-1.403038979
0.49771139,0.492328823,0.209759966,-2.461849928
0.377783179,0.214139372,0.086877599,-2.67645359
0.496257097,0.477623075,0.203609914,-2.474616766
0.693924367,2.455642462,1.143534184,-1.647744775
0.313116342,0.119991161,,-2.778120041
,1.968483567,0.920035481,-1.824253917
0.699035645,2.66812849,1.369200826,-1.577178359
0.650021017,1.263431787,0.577394903,-2.05035162
0.625599742,1.314952254,0.563427866,-2.035375357
0.495285898,0.530754805,0.2135932,-2.432850122
0.627938747,1.14498961,0.494572699,-2.130566597
0.476771325,0.467330068,0.189246714,-2.478549004
0.140211761,0.010808035,0.004291902,-2.954002857
0.593847513,0.971642613,0.408759981,-2.194838047
0.608695567,1.05427146,0.446705133,-2.163978577
0.712904155,1.699444652,0.74322325,-1.915574789
0.710909367,2.358146906,1.12427032,-1.64287889
0.624781549,1.122114658,0.481714696,-2.139849663
0.430794328,0.318156302,0.128164276,-2.587323666
0.574392438,0.800673783,0.348930717,-2.272380114
0.352048755,0.174577475,0.069729187,-2.717906475
0.577345729,0.806354642,0.338493884,-2.277911186
0.677517593,1.466016412,0.622744918,-1.982052565
0.644514143,1.408414125,0.592935383,-2.004302025
0.461691082,0.405271381,0.163226783,-2.523426294
0.204927236,0.033755649,,-2.902680397
0.320025623,0.129659086,0.050875645,-2.767042637
0.814006686,2.769141912,1.408645034,-1.533899069
0.780736327,2.845186472,1.421875596,-1.543935299
0.601054549,3.557139158,1.989454627,-1.448600411
,0.735197067,0.312288404,-2.311867476
0.725917041,3.127617836,1.648447514,
0.605679631,1.026062965,0.43110615,
0.706665039,1.73480022,,-1.85671258
0.692493498,2.124525547,0.962298691,-1.798521161
0.693360269,2.259588957,1.043057799,-1.680617929
0.690140784,2.982601881,,-1.502883434
0.67626673,1.821525216,0.802345634,-1.853001475
0.300237358,0.107087247,0.042725507,-2.792575359
0.683646083,1.973286867,0.927675426,-1.806513309
0.357350349,0.179462761,0.071396545,-2.714099646
0.685686588,2.217432976,1.052627325,-1.722061276
0.352752656,0.174764663,0.070403799,-2.717710972
0.273173898,0.079815015,0.032012027,-2.829081297
0.693998992,2.602809429,1.329317093,-1.588110924
0.69781518,,0.819623411,-1.83779335
0.547414839,0.749048114,0.312886298,-2.312166214
0.71956408,,1.039582968,-1.737071514
0.758881927,2.851429462,1.502807379,-1.545386314
0.761500418,3.534442186,1.853965044,-1.384410262
0.118710414,0.006573219,0.00264843,-2.966990471
0.710516632,2.954149246,1.522840738,-1.540151358
0.292715311,0.098111287,0.039737299,-2.805066347
0.599891245,1.007562995,0.427137583,-2.171892881
0.714512229,,1.633611441,-1.421208024
0.696189225,2.314816952,1.158099651,-1.689715147
0.535699606,0.654526114,0.261763632,-2.361227274
0.672170043,1.616391659,0.719645083,-1.923201919
0.792812884,3.040301561,1.60910368,-1.479148626
0.649894357,1.535632968,0.697096407,-1.955447316
0.232792452,0.049926393,0.02004231,-2.874456406
0.376130015,0.212223336,0.084697649,-2.683124304
0.346233189,0.167200014,0.068531394,
0.729779959,1.999596715,0.937612534,-1.799274445
0.748921335,2.577169657,1.263683438,-1.593648195
0.72858572,2.271322012,1.066667914,-1.710091472
0.318059564,0.125615031,0.049451284,-2.770210981
0.651686072,1.635964036,0.716205955,-1.921655297
0.432030737,0.335914612,0.138654336,
0.628374875,2.922217369,1.453939676,-1.533261061
0.717984498,1.920435905,,-1.81272614
0.516497612,0.601430178,0.254566729,-2.399068594
0.490734786,0.510437846,0.206645146,-2.450221777
0.649707675,1.345207453,0.604840338,-2.043197632
0.707608819,1.659772754,0.713689327,-1.911975503
0.662676632,1.592205524,0.693802714,-1.938161135
0.728300452,3.232187986,1.594690681,-1.431388736
0.600995362,1.130515218,0.476229697,-2.119523048
0.150270909,0.013324516,0.005250264,-2.947250843
0.549849987,0.697751164,0.282194257,
0.733080447,2.843048811,1.515397668,-1.573360205
0.652462065,1.102056265,0.492269665,-2.124479294
0.709918201,1.653825998,0.761647403,-1.918821454
0.549265087,0.666620433,0.271992594,-2.346888304
0.634013951,1.158110857,0.502253473,-2.109875679
0.877568364,3.477856159,1.90754807,-1.390120149
0.556065917,,0.332675338,-2.283604383
0.693687499,2.229060173,1.094558716,-1.658037305
,2.039137125,0.957724214,-1.785974383
0.695265234,2.414273739,1.173319459,-1.676291466
0.790742099,3.309511662,1.771645427,-1.436958432
0.59882021,0.967201114,0.404851437,-2.198395014
0.532483816,0.624794066,0.257810593,-2.383008242
0.629575551,1.179045796,0.501269341,-2.09016633
0.690550387,3.450946093,1.912537217,-1.433984756
0.657892525,1.465701103,0.665049493,-1.981342077
0.639887989,1.428462744,,-2.007215738
0.442272335,0.344737619,0.14090021,-2.568755388
0.721331954,1.93282938,0.894966185,-1.829128623
0.75890857,1.757185698,,-1.898531675
0.698414862,1.706722617,0.745346785,-1.894381642
0.726713538,2.237344742,1.077159643,
0.744199097,2.813271284,1.559772849,-1.512957335
0.713989615,3.412005901,,-1.378200412
0.619395971,1.044506311,0.449153721,-2.149487734
0.616060019,1.160851717,0.515397549,-2.111420393
0.619497597,2.821563005,1.395223379,-1.567545176
0.713856697,1.767584085,0.765592635,-1.885609031
0.692216337,1.481496572,,-1.95810318
0.745651722,2.270071507,1.106003642,-1.703461647
0.539953113,0.653812468,0.263955027,-2.356103182
0.847125232,3.344988823,1.903777719,-1.416597009
0.643563807,1.071437836,0.438274592,-2.157860756
0.350264072,0.174308866,0.069955789,-2.721380472
0.0584126,0.000783792,,-2.991971016
0.718760192,1.646517158,0.764309406,-1.920990944
0.41792658,0.297935992,0.119305365,-2.604622126
0.546471,0.636996746,0.262648404,-2.364408016
0.65324086,1.638279557,0.748855114,-1.915387273
0.7481547,2.972956181,1.594313622,-1.545974135
0.648577869,1.364038348,,-2.023764372
0.771912277,3.257531166,1.9147439,-1.425947785
0.676976323,1.550707936,0.713427901,
0.657493889,1.359234571,0.585558236,-2.017101526
0.507071912,0.522615016,0.21243155,-2.43793726
0.525660753,0.585633934,0.24227047,-2.406864643
0.579200149,0.876268685,0.366818398,-2.249231339
0.765240967,2.746314287,1.379199266,-1.576095343
0.207407668,0.034912057,0.014088753,-2.900274992
0.763061702,2.023670912,0.969876707,-1.764615417
0.698707819,1.500323653,0.642069161,-1.963102818
0.306279629,,0.046915803,-2.785007238
0.50002712,0.542751074,0.224195525,-2.429053068
0.771645546,2.991918802,1.538939357,
0.717986286,2.777059793,1.410754561,-1.571300387
0.142018795,0.011281453,0.004495531,-2.952854395
0.650608778,2.722093821,1.359129429,-1.570031285
0.691062808,1.397185087,0.600048542,-1.99184823
0.564117134,0.745494366,0.320558459,-2.306670904
0.282482564,0.089428753,0.035779275,-2.816425323
0.576442778,0.879195571,0.368729472,-2.243819475
0.655723214,1.686386943,0.739021361,-1.912526011
0.512990355,0.545899749,0.225221395,-2.427624702
0.553654492,0.739741325,0.30666104,-2.315008402
0.642126203,1.470674872,0.640281677,
0.15320164,0.014143646,0.005702158,-2.945172548
0.716197908,3.010977745,1.543211341,-1.477999926
0.677226245,2.078772545,0.959592283,-1.755068779
0.568649054,0.7962749,0.32754457,-2.281309843
0.244618028,0.058186267,0.022876304,-2.861569643
0.318362266,0.127190083,,-2.770373344
0.402784109,0.267287195,0.107152566,-2.63136673
0.287564874,0.092532828,0.037599258,-2.811673403
0.442629009,0.353957742,0.141996339,-2.559580088
0.769058228,2.455747128,1.222282052,-1.664312601
0.620984674,3.458309889,1.980036139,-1.376730084
0.863246441,2.992291689,1.591579437,
0.682807207,1.903783441,0.901126385,-1.819468737
,3.265787601,1.853255391,-1.409447432
0.498499095,0.504304171,0.210603371,-2.458148718
0.792113066,3.112767458,1.679679871,-1.439750195
0.470586628,0.414608359,0.169465363,-2.514557838
0.660723209,1.87345469,0.846249998,-1.811400533
0.64101696,1.331929326,0.588633358,-2.041437149
0.796705902,2.759830236,1.412583232,-1.545586467
0.733269274,3.23044157,1.711472869,-1.413388252
0.174727723,0.021051718,0.008331887,-2.928744078
0.633883834,1.903626561,0.873581529,-1.814951658
0.298044622,0.104525276,0.041653946,-2.796987057
0.781554818,3.42457962,1.877979994,-1.374683619
0.576268196,0.882990956,0.374748439,-2.239733696
0.657519281,1.197296739,0.502954125,-2.096477747
0.704325676,1.974673629,0.92622453,-1.810912013
0.697812796,1.528356075,0.684322059,-1.946179032
0.770103812,3.424398661,1.946824551,-1.405232668
,3.158065319,1.676420689,-1.422400355
0.683293104,1.694350004,0.751691997,-1.911596179
0.744146883,2.331789255,1.121537924,-1.655331135
0.533838809,0.649684012,0.269172192,-2.365857124
0.399938673,0.258711815,0.106750779,-2.638360023
0.594960928,0.902729273,0.361030877,-2.236961603
